ano,codep,departamento,codmpio,municipio,candidato,votos,codpartido
1994,68,SANTANDER,68101,BOLÍVAR, VOTOS EN BLANCO ,22,NA
1994,68,SANTANDER,68101,BOLÍVAR, VOTOS NULOS ,714,NA
1994,68,SANTANDER,68121,CABRERA,MARIO CAMACHO PRADA,32,1
1994,68,SANTANDER,68121,CABRERA,PLINIO EDUARDO SILVA MARIN,44,1
1994,68,SANTANDER,68121,CABRERA,MARIO GONZALEZ VARGAS,585,2
1994,68,SANTANDER,68121,CABRERA, VOTOS EN BLANCO ,4,NA
1994,68,SANTANDER,68121,CABRERA, VOTOS NULOS ,114,NA
1994,68,SANTANDER,68132,CALIFORNIA,MARIO CAMACHO PRADA,28,1
1994,68,SANTANDER,68132,CALIFORNIA,PLINIO EDUARDO SILVA MARIN,178,1
1994,68,SANTANDER,68132,CALIFORNIA,MARIO GONZALEZ VARGAS,271,2
1994,68,SANTANDER,68132,CALIFORNIA, VOTOS EN BLANCO ,12,NA
1994,68,SANTANDER,68132,CALIFORNIA, VOTOS NULOS ,133,NA
1994,68,SANTANDER,68147,CAPITANEJO,MARIO CAMACHO PRADA,643,1
1994,68,SANTANDER,68147,CAPITANEJO,PLINIO EDUARDO SILVA MARIN,199,1
1994,68,SANTANDER,68147,CAPITANEJO,MARIO GONZALEZ VARGAS,1023,2
1994,68,SANTANDER,68147,CAPITANEJO, VOTOS EN BLANCO ,59,NA
1994,68,SANTANDER,68147,CAPITANEJO, VOTOS NULOS ,335,NA
1994,68,SANTANDER,68152,CARCASÍ,MARIO CAMACHO PRADA,882,1
1994,68,SANTANDER,68152,CARCASÍ,PLINIO EDUARDO SILVA MARIN,356,1
1994,68,SANTANDER,68152,CARCASÍ,MARIO GONZALEZ VARGAS,385,2
1994,68,SANTANDER,68152,CARCASÍ, VOTOS EN BLANCO ,11,NA
1994,68,SANTANDER,68152,CARCASÍ, VOTOS NULOS ,261,NA
1994,68,SANTANDER,68160,CEPITÁ,MARIO CAMACHO PRADA,601,1
1994,68,SANTANDER,68160,CEPITÁ,PLINIO EDUARDO SILVA MARIN,125,1
1994,68,SANTANDER,68160,CEPITÁ,MARIO GONZALEZ VARGAS,20,2
1994,68,SANTANDER,68160,CEPITÁ, VOTOS EN BLANCO ,1,NA
1994,68,SANTANDER,68160,CEPITÁ, VOTOS NULOS ,49,NA
1994,68,SANTANDER,68162,CERRITO,MARIO CAMACHO PRADA,984,1
1994,68,SANTANDER,68162,CERRITO,PLINIO EDUARDO SILVA MARIN,597,1
1994,68,SANTANDER,68162,CERRITO,MARIO GONZALEZ VARGAS,54,2
1994,68,SANTANDER,68162,CERRITO, VOTOS EN BLANCO ,14,NA
1994,68,SANTANDER,68162,CERRITO, VOTOS NULOS ,398,NA
1994,68,SANTANDER,68167,CHARALÁ,MARIO CAMACHO PRADA,1221,1
1994,68,SANTANDER,68167,CHARALÁ,PLINIO EDUARDO SILVA MARIN,566,1
1994,68,SANTANDER,68167,CHARALÁ,MARIO GONZALEZ VARGAS,1871,2
1994,68,SANTANDER,68167,CHARALÁ, VOTOS EN BLANCO ,93,NA
1994,68,SANTANDER,68167,CHARALÁ, VOTOS NULOS ,1229,NA
1994,68,SANTANDER,68169,CHARTA,MARIO CAMACHO PRADA,33,1
1994,68,SANTANDER,68169,CHARTA,PLINIO EDUARDO SILVA MARIN,19,1
1994,68,SANTANDER,68169,CHARTA,MARIO GONZALEZ VARGAS,1209,2
1994,68,SANTANDER,68169,CHARTA, VOTOS EN BLANCO ,14,NA
1994,68,SANTANDER,68169,CHARTA, VOTOS NULOS ,192,NA
1994,68,SANTANDER,68176,CHIMA,MARIO CAMACHO PRADA,541,1
1994,68,SANTANDER,68176,CHIMA,PLINIO EDUARDO SILVA MARIN,65,1
1994,68,SANTANDER,68176,CHIMA,MARIO GONZALEZ VARGAS,79,2
1994,68,SANTANDER,68176,CHIMA, VOTOS EN BLANCO ,11,NA
1994,68,SANTANDER,68176,CHIMA, VOTOS NULOS ,476,NA
1994,68,SANTANDER,68179,CHIPATÁ,MARIO CAMACHO PRADA,318,1
1994,68,SANTANDER,68179,CHIPATÁ,PLINIO EDUARDO SILVA MARIN,779,1
1994,68,SANTANDER,68179,CHIPATÁ,MARIO GONZALEZ VARGAS,210,2
1994,68,SANTANDER,68179,CHIPATÁ, VOTOS EN BLANCO ,10,NA
1994,68,SANTANDER,68179,CHIPATÁ, VOTOS NULOS ,638,NA
1994,68,SANTANDER,68190,CIMITARRA,MARIO CAMACHO PRADA,806,1
1994,68,SANTANDER,68190,CIMITARRA,PLINIO EDUARDO SILVA MARIN,3688,1
1994,68,SANTANDER,68190,CIMITARRA,MARIO GONZALEZ VARGAS,175,2
1994,68,SANTANDER,68190,CIMITARRA, VOTOS EN BLANCO ,242,NA
1994,68,SANTANDER,68190,CIMITARRA, VOTOS NULOS ,1048,NA
1994,68,SANTANDER,68207,CONCEPCIÓN,MARIO CAMACHO PRADA,634,1
1994,68,SANTANDER,68207,CONCEPCIÓN,PLINIO EDUARDO SILVA MARIN,1227,1
1994,68,SANTANDER,68207,CONCEPCIÓN,MARIO GONZALEZ VARGAS,38,2
1994,68,SANTANDER,68207,CONCEPCIÓN, VOTOS EN BLANCO ,12,NA
1994,68,SANTANDER,68207,CONCEPCIÓN, VOTOS NULOS ,208,NA
1994,68,SANTANDER,68209,CONFINES,MARIO CAMACHO PRADA,155,1
1994,68,SANTANDER,68209,CONFINES,PLINIO EDUARDO SILVA MARIN,45,1
1994,68,SANTANDER,68209,CONFINES,MARIO GONZALEZ VARGAS,509,2
1994,68,SANTANDER,68209,CONFINES, VOTOS EN BLANCO ,10,NA
1994,68,SANTANDER,68209,CONFINES, VOTOS NULOS ,297,NA
1994,68,SANTANDER,68211,CONTRATACIÓN,MARIO CAMACHO PRADA,473,1
1994,68,SANTANDER,68211,CONTRATACIÓN,PLINIO EDUARDO SILVA MARIN,38,1
1994,68,SANTANDER,68211,CONTRATACIÓN,MARIO GONZALEZ VARGAS,982,2
1994,68,SANTANDER,68211,CONTRATACIÓN, VOTOS EN BLANCO ,30,NA
1994,68,SANTANDER,68211,CONTRATACIÓN, VOTOS NULOS ,301,NA
1994,68,SANTANDER,68217,COROMORO,MARIO CAMACHO PRADA,1041,1
1994,68,SANTANDER,68217,COROMORO,PLINIO EDUARDO SILVA MARIN,177,1
1994,68,SANTANDER,68217,COROMORO,MARIO GONZALEZ VARGAS,479,2
1994,68,SANTANDER,68217,COROMORO, VOTOS EN BLANCO ,77,NA
1994,68,SANTANDER,68217,COROMORO, VOTOS NULOS ,521,NA
1994,68,SANTANDER,68229,CURITÍ,MARIO CAMACHO PRADA,476,1
1994,68,SANTANDER,68229,CURITÍ,PLINIO EDUARDO SILVA MARIN,700,1
1994,68,SANTANDER,68229,CURITÍ,MARIO GONZALEZ VARGAS,1552,2
1994,68,SANTANDER,68229,CURITÍ, VOTOS EN BLANCO ,46,NA
1994,68,SANTANDER,68229,CURITÍ, VOTOS NULOS ,710,NA
1994,68,SANTANDER,68235,EL CARMEN DE CHUCURI,MARIO CAMACHO PRADA,826,1
1994,68,SANTANDER,68235,EL CARMEN DE CHUCURI,PLINIO EDUARDO SILVA MARIN,980,1
1994,68,SANTANDER,68235,EL CARMEN DE CHUCURI,MARIO GONZALEZ VARGAS,857,2
1994,68,SANTANDER,68235,EL CARMEN DE CHUCURI, VOTOS EN BLANCO ,55,NA
1994,68,SANTANDER,68235,EL CARMEN DE CHUCURI, VOTOS NULOS ,301,NA
1994,68,SANTANDER,68245,EL GUACAMAYO,MARIO CAMACHO PRADA,75,1
1994,68,SANTANDER,68245,EL GUACAMAYO,PLINIO EDUARDO SILVA MARIN,21,1
1994,68,SANTANDER,68245,EL GUACAMAYO,MARIO GONZALEZ VARGAS,651,2
1994,68,SANTANDER,68245,EL GUACAMAYO, VOTOS EN BLANCO ,30,NA
1994,68,SANTANDER,68245,EL GUACAMAYO, VOTOS NULOS ,131,NA
1994,68,SANTANDER,68250,EL PEÑÓN,MARIO CAMACHO PRADA,16,1
1994,68,SANTANDER,68250,EL PEÑÓN,PLINIO EDUARDO SILVA MARIN,1048,1
1994,68,SANTANDER,68250,EL PEÑÓN,MARIO GONZALEZ VARGAS,38,2
1994,68,SANTANDER,68250,EL PEÑÓN, VOTOS EN BLANCO ,0,NA
1994,68,SANTANDER,68250,EL PEÑÓN, VOTOS NULOS ,74,NA
1994,68,SANTANDER,68255,EL PLAYÓN,MARIO CAMACHO PRADA,321,1
1994,68,SANTANDER,68255,EL PLAYÓN,PLINIO EDUARDO SILVA MARIN,1352,1
1994,68,SANTANDER,68255,EL PLAYÓN,MARIO GONZALEZ VARGAS,1841,2
1994,68,SANTANDER,68255,EL PLAYÓN, VOTOS EN BLANCO ,126,NA
1994,68,SANTANDER,68255,EL PLAYÓN, VOTOS NULOS ,841,NA
1994,68,SANTANDER,68264,ENCINO,MARIO CAMACHO PRADA,43,1
1994,68,SANTANDER,68264,ENCINO,PLINIO EDUARDO SILVA MARIN,292,1
1994,68,SANTANDER,68264,ENCINO,MARIO GONZALEZ VARGAS,429,2
1994,68,SANTANDER,68264,ENCINO, VOTOS EN BLANCO ,52,NA
1994,68,SANTANDER,68264,ENCINO, VOTOS NULOS ,109,NA
1994,68,SANTANDER,68266,ENCISO,MARIO CAMACHO PRADA,368,1
1994,68,SANTANDER,68266,ENCISO,PLINIO EDUARDO SILVA MARIN,535,1
1994,68,SANTANDER,68266,ENCISO,MARIO GONZALEZ VARGAS,591,2
1994,68,SANTANDER,68266,ENCISO, VOTOS EN BLANCO ,38,NA
1994,68,SANTANDER,68266,ENCISO, VOTOS NULOS ,125,NA
1994,68,SANTANDER,68271,FLORIÁN,MARIO CAMACHO PRADA,582,1
1994,68,SANTANDER,68271,FLORIÁN,PLINIO EDUARDO SILVA MARIN,662,1
1994,68,SANTANDER,68271,FLORIÁN,MARIO GONZALEZ VARGAS,95,2
1994,68,SANTANDER,68271,FLORIÁN, VOTOS EN BLANCO ,2,NA
1994,68,SANTANDER,68271,FLORIÁN, VOTOS NULOS ,634,NA
1994,68,SANTANDER,68276,FLORIDABLANCA,MARIO CAMACHO PRADA,11034,1
1994,68,SANTANDER,68276,FLORIDABLANCA,PLINIO EDUARDO SILVA MARIN,10706,1
1994,68,SANTANDER,68276,FLORIDABLANCA,MARIO GONZALEZ VARGAS,14550,2
1994,68,SANTANDER,68276,FLORIDABLANCA, VOTOS EN BLANCO ,1686,NA
1994,68,SANTANDER,68276,FLORIDABLANCA, VOTOS NULOS ,4229,NA
1994,68,SANTANDER,68296,GALÁN,MARIO CAMACHO PRADA,40,1
1994,68,SANTANDER,68296,GALÁN,PLINIO EDUARDO SILVA MARIN,229,1
1994,68,SANTANDER,68296,GALÁN,MARIO GONZALEZ VARGAS,752,2
1994,68,SANTANDER,68296,GALÁN, VOTOS EN BLANCO ,10,NA
1994,68,SANTANDER,68296,GALÁN, VOTOS NULOS ,213,NA
1994,68,SANTANDER,68298,GÁMBITA,MARIO CAMACHO PRADA,298,1
1994,68,SANTANDER,68298,GÁMBITA,PLINIO EDUARDO SILVA MARIN,72,1
1994,68,SANTANDER,68298,GÁMBITA,MARIO GONZALEZ VARGAS,740,2
1994,68,SANTANDER,68298,GÁMBITA, VOTOS EN BLANCO ,24,NA
1994,68,SANTANDER,68298,GÁMBITA, VOTOS NULOS ,553,NA
1994,68,SANTANDER,68307,GIRÓN,MARIO CAMACHO PRADA,6414,1
1994,68,SANTANDER,68307,GIRÓN,PLINIO EDUARDO SILVA MARIN,8207,1
1994,68,SANTANDER,68307,GIRÓN,MARIO GONZALEZ VARGAS,3884,2
1994,68,SANTANDER,68307,GIRÓN, VOTOS EN BLANCO ,1421,NA
1994,68,SANTANDER,68307,GIRÓN, VOTOS NULOS ,2273,NA
1994,68,SANTANDER,68318,GUACA,MARIO CAMACHO PRADA,456,1
1994,68,SANTANDER,68318,GUACA,PLINIO EDUARDO SILVA MARIN,738,1
1994,68,SANTANDER,68318,GUACA,MARIO GONZALEZ VARGAS,1276,2
1994,68,SANTANDER,68318,GUACA, VOTOS EN BLANCO ,24,NA
1994,68,SANTANDER,68318,GUACA, VOTOS NULOS ,350,NA
1994,68,SANTANDER,68320,GUADALUPE,MARIO CAMACHO PRADA,111,1
1994,68,SANTANDER,68320,GUADALUPE,PLINIO EDUARDO SILVA MARIN,57,1
1994,68,SANTANDER,68320,GUADALUPE,MARIO GONZALEZ VARGAS,1873,2
1994,68,SANTANDER,68320,GUADALUPE, VOTOS EN BLANCO ,15,NA
1994,68,SANTANDER,68320,GUADALUPE, VOTOS NULOS ,382,NA
1994,68,SANTANDER,68322,GUAPOTÁ,MARIO CAMACHO PRADA,272,1
1994,68,SANTANDER,68322,GUAPOTÁ,PLINIO EDUARDO SILVA MARIN,161,1
1994,68,SANTANDER,68322,GUAPOTÁ,MARIO GONZALEZ VARGAS,361,2
1994,68,SANTANDER,68322,GUAPOTÁ, VOTOS EN BLANCO ,5,NA
1994,68,SANTANDER,68322,GUAPOTÁ, VOTOS NULOS ,288,NA
1994,68,SANTANDER,68324,GUAVATÁ,MARIO CAMACHO PRADA,31,1
1994,68,SANTANDER,68324,GUAVATÁ,PLINIO EDUARDO SILVA MARIN,111,1
1994,68,SANTANDER,68324,GUAVATÁ,MARIO GONZALEZ VARGAS,180,2
1994,68,SANTANDER,68324,GUAVATÁ, VOTOS EN BLANCO ,9,NA
1994,68,SANTANDER,68324,GUAVATÁ, VOTOS NULOS ,31,NA
1994,68,SANTANDER,68327,GÜEPSA,MARIO CAMACHO PRADA,419,1
1994,68,SANTANDER,68327,GÜEPSA,PLINIO EDUARDO SILVA MARIN,386,1
1994,68,SANTANDER,68327,GÜEPSA,MARIO GONZALEZ VARGAS,144,2
1994,68,SANTANDER,68327,GÜEPSA, VOTOS EN BLANCO ,32,NA
1994,68,SANTANDER,68327,GÜEPSA, VOTOS NULOS ,325,NA
1994,68,SANTANDER,68344,HATO,MARIO CAMACHO PRADA,263,1
1994,68,SANTANDER,68344,HATO,PLINIO EDUARDO SILVA MARIN,227,1
1994,68,SANTANDER,68344,HATO,MARIO GONZALEZ VARGAS,37,2
1994,68,SANTANDER,68344,HATO, VOTOS EN BLANCO ,19,NA
1994,68,SANTANDER,68344,HATO, VOTOS NULOS ,199,NA
1994,68,SANTANDER,68368,JESÚS MARÍA,MARIO CAMACHO PRADA,129,1
1994,68,SANTANDER,68368,JESÚS MARÍA,PLINIO EDUARDO SILVA MARIN,447,1
1994,68,SANTANDER,68368,JESÚS MARÍA,MARIO GONZALEZ VARGAS,609,2
1994,68,SANTANDER,68368,JESÚS MARÍA, VOTOS EN BLANCO ,54,NA
1994,68,SANTANDER,68368,JESÚS MARÍA, VOTOS NULOS ,303,NA
1994,68,SANTANDER,68370,JORDÁN,MARIO CAMACHO PRADA,33,1
1994,68,SANTANDER,68370,JORDÁN,PLINIO EDUARDO SILVA MARIN,43,1
1994,68,SANTANDER,68370,JORDÁN,MARIO GONZALEZ VARGAS,225,2
1994,68,SANTANDER,68370,JORDÁN, VOTOS EN BLANCO ,1,NA
1994,68,SANTANDER,68370,JORDÁN, VOTOS NULOS ,57,NA
1994,68,SANTANDER,68377,LA BELLEZA,MARIO CAMACHO PRADA,123,1
1994,68,SANTANDER,68377,LA BELLEZA,PLINIO EDUARDO SILVA MARIN,1078,1
1994,68,SANTANDER,68377,LA BELLEZA,MARIO GONZALEZ VARGAS,1029,2
1994,68,SANTANDER,68377,LA BELLEZA, VOTOS EN BLANCO ,34,NA
1994,68,SANTANDER,68377,LA BELLEZA, VOTOS NULOS ,525,NA
1994,68,SANTANDER,68385,LANDÁZURI,MARIO CAMACHO PRADA,739,1
1994,68,SANTANDER,68385,LANDÁZURI,PLINIO EDUARDO SILVA MARIN,1667,1
1994,68,SANTANDER,68385,LANDÁZURI,MARIO GONZALEZ VARGAS,582,2
1994,68,SANTANDER,68385,LANDÁZURI, VOTOS EN BLANCO ,33,NA
1994,68,SANTANDER,68385,LANDÁZURI, VOTOS NULOS ,1187,NA
1994,68,SANTANDER,68397,LA PAZ,MARIO CAMACHO PRADA,99,1
1994,68,SANTANDER,68397,LA PAZ,PLINIO EDUARDO SILVA MARIN,465,1
1994,68,SANTANDER,68397,LA PAZ,MARIO GONZALEZ VARGAS,1031,2
1994,68,SANTANDER,68397,LA PAZ, VOTOS EN BLANCO ,12,NA
1994,68,SANTANDER,68397,LA PAZ, VOTOS NULOS ,414,NA
1994,68,SANTANDER,68406,LEBRIJA,MARIO CAMACHO PRADA,3206,1
1994,68,SANTANDER,68406,LEBRIJA,PLINIO EDUARDO SILVA MARIN,1200,1
1994,68,SANTANDER,68406,LEBRIJA,MARIO GONZALEZ VARGAS,2194,2
1994,68,SANTANDER,68406,LEBRIJA, VOTOS EN BLANCO ,492,NA
1994,68,SANTANDER,68406,LEBRIJA, VOTOS NULOS ,1065,NA
1994,68,SANTANDER,68418,LOS SANTOS,MARIO CAMACHO PRADA,1171,1
1994,68,SANTANDER,68418,LOS SANTOS,PLINIO EDUARDO SILVA MARIN,282,1
1994,68,SANTANDER,68418,LOS SANTOS,MARIO GONZALEZ VARGAS,760,2
1994,68,SANTANDER,68418,LOS SANTOS, VOTOS EN BLANCO ,38,NA
1994,68,SANTANDER,68418,LOS SANTOS, VOTOS NULOS ,451,NA
1994,68,SANTANDER,68425,MACARAVITA,MARIO CAMACHO PRADA,263,1
1994,68,SANTANDER,68425,MACARAVITA,PLINIO EDUARDO SILVA MARIN,267,1
1994,68,SANTANDER,68425,MACARAVITA,MARIO GONZALEZ VARGAS,572,2
1994,68,SANTANDER,68425,MACARAVITA, VOTOS EN BLANCO ,5,NA
1994,68,SANTANDER,68425,MACARAVITA, VOTOS NULOS ,105,NA
1994,68,SANTANDER,68432,MÁLAGA,MARIO CAMACHO PRADA,1309,1
1994,68,SANTANDER,68432,MÁLAGA,PLINIO EDUARDO SILVA MARIN,1116,1
1994,68,SANTANDER,68432,MÁLAGA,MARIO GONZALEZ VARGAS,3516,2
1994,68,SANTANDER,68432,MÁLAGA, VOTOS EN BLANCO ,125,NA
1994,68,SANTANDER,68432,MÁLAGA, VOTOS NULOS ,694,NA
1994,68,SANTANDER,68444,MATANZA,MARIO CAMACHO PRADA,500,1
1994,68,SANTANDER,68444,MATANZA,PLINIO EDUARDO SILVA MARIN,60,1
1994,68,SANTANDER,68444,MATANZA,MARIO GONZALEZ VARGAS,1411,2
1994,68,SANTANDER,68444,MATANZA, VOTOS EN BLANCO ,14,NA
1994,68,SANTANDER,68444,MATANZA, VOTOS NULOS ,257,NA
1994,68,SANTANDER,68464,MOGOTES,MARIO CAMACHO PRADA,289,1
1994,68,SANTANDER,68464,MOGOTES,PLINIO EDUARDO SILVA MARIN,553,1
1994,68,SANTANDER,68464,MOGOTES,MARIO GONZALEZ VARGAS,2239,2
1994,68,SANTANDER,68464,MOGOTES, VOTOS EN BLANCO ,111,NA
1994,68,SANTANDER,68464,MOGOTES, VOTOS NULOS ,695,NA
1994,68,SANTANDER,68468,MOLAGAVITA,MARIO CAMACHO PRADA,595,1
1994,68,SANTANDER,68468,MOLAGAVITA,PLINIO EDUARDO SILVA MARIN,92,1
1994,68,SANTANDER,68468,MOLAGAVITA,MARIO GONZALEZ VARGAS,1535,2
1994,68,SANTANDER,68468,MOLAGAVITA, VOTOS EN BLANCO ,24,NA
1994,68,SANTANDER,68468,MOLAGAVITA, VOTOS NULOS ,254,NA
1994,68,SANTANDER,68498,OCAMONTE,MARIO CAMACHO PRADA,756,1
1994,68,SANTANDER,68498,OCAMONTE,PLINIO EDUARDO SILVA MARIN,153,1
1994,68,SANTANDER,68498,OCAMONTE,MARIO GONZALEZ VARGAS,744,2
1994,68,SANTANDER,68498,OCAMONTE, VOTOS EN BLANCO ,10,NA
1994,68,SANTANDER,68498,OCAMONTE, VOTOS NULOS ,383,NA
1994,68,SANTANDER,68500,OIBA,MARIO CAMACHO PRADA,1147,1
1994,68,SANTANDER,68500,OIBA,PLINIO EDUARDO SILVA MARIN,355,1
1994,68,SANTANDER,68500,OIBA,MARIO GONZALEZ VARGAS,704,2
1994,68,SANTANDER,68500,OIBA, VOTOS EN BLANCO ,105,NA
1994,68,SANTANDER,68500,OIBA, VOTOS NULOS ,745,NA
1994,68,SANTANDER,68502,ONZAGA,MARIO CAMACHO PRADA,586,1
1994,68,SANTANDER,68502,ONZAGA,PLINIO EDUARDO SILVA MARIN,70,1
1994,68,SANTANDER,68502,ONZAGA,MARIO GONZALEZ VARGAS,1329,2
1994,68,SANTANDER,68502,ONZAGA, VOTOS EN BLANCO ,81,NA
1994,68,SANTANDER,68502,ONZAGA, VOTOS NULOS ,548,NA
1994,68,SANTANDER,68522,PALMAR,MARIO CAMACHO PRADA,192,1
1994,68,SANTANDER,68522,PALMAR,PLINIO EDUARDO SILVA MARIN,194,1
1994,68,SANTANDER,68522,PALMAR,MARIO GONZALEZ VARGAS,36,2
1994,68,SANTANDER,68522,PALMAR, VOTOS EN BLANCO ,6,NA
1994,68,SANTANDER,68522,PALMAR, VOTOS NULOS ,164,NA
1994,68,SANTANDER,68524,PALMAS DEL SOCORRO,MARIO CAMACHO PRADA,146,1
1994,68,SANTANDER,68524,PALMAS DEL SOCORRO,PLINIO EDUARDO SILVA MARIN,115,1
1994,68,SANTANDER,68524,PALMAS DEL SOCORRO,MARIO GONZALEZ VARGAS,419,2
1994,68,SANTANDER,68524,PALMAS DEL SOCORRO, VOTOS EN BLANCO ,17,NA
1994,68,SANTANDER,68524,PALMAS DEL SOCORRO, VOTOS NULOS ,178,NA
1994,68,SANTANDER,68533,PÁRAMO,MARIO CAMACHO PRADA,154,1
1994,68,SANTANDER,68533,PÁRAMO,PLINIO EDUARDO SILVA MARIN,460,1
1994,68,SANTANDER,68533,PÁRAMO,MARIO GONZALEZ VARGAS,336,2
1994,68,SANTANDER,68533,PÁRAMO, VOTOS EN BLANCO ,13,NA
1994,68,SANTANDER,68533,PÁRAMO, VOTOS NULOS ,299,NA
1994,68,SANTANDER,68547,PIEDECUESTA,MARIO CAMACHO PRADA,6096,1
1994,68,SANTANDER,68547,PIEDECUESTA,PLINIO EDUARDO SILVA MARIN,2530,1
1994,68,SANTANDER,68547,PIEDECUESTA,MARIO GONZALEZ VARGAS,5109,2
1994,68,SANTANDER,68547,PIEDECUESTA, VOTOS EN BLANCO ,1179,NA
1994,68,SANTANDER,68547,PIEDECUESTA, VOTOS NULOS ,2556,NA
1994,68,SANTANDER,68549,PINCHOTE,MARIO CAMACHO PRADA,226,1
1994,68,SANTANDER,68549,PINCHOTE,PLINIO EDUARDO SILVA MARIN,500,1
1994,68,SANTANDER,68549,PINCHOTE,MARIO GONZALEZ VARGAS,189,2
1994,68,SANTANDER,68549,PINCHOTE, VOTOS EN BLANCO ,31,NA
1994,68,SANTANDER,68549,PINCHOTE, VOTOS NULOS ,276,NA
1994,68,SANTANDER,68572,PUENTE NACIONAL,MARIO CAMACHO PRADA,715,1
1994,68,SANTANDER,68572,PUENTE NACIONAL,PLINIO EDUARDO SILVA MARIN,2518,1
1994,68,SANTANDER,68572,PUENTE NACIONAL,MARIO GONZALEZ VARGAS,1009,2
1994,68,SANTANDER,68572,PUENTE NACIONAL, VOTOS EN BLANCO ,146,NA
1994,68,SANTANDER,68572,PUENTE NACIONAL, VOTOS NULOS ,1266,NA
1994,68,SANTANDER,68573,PUERTO PARRA,MARIO CAMACHO PRADA,736,1
1994,68,SANTANDER,68573,PUERTO PARRA,PLINIO EDUARDO SILVA MARIN,754,1
1994,68,SANTANDER,68573,PUERTO PARRA,MARIO GONZALEZ VARGAS,43,2
1994,68,SANTANDER,68573,PUERTO PARRA, VOTOS EN BLANCO ,12,NA
1994,68,SANTANDER,68573,PUERTO PARRA, VOTOS NULOS ,268,NA
1994,68,SANTANDER,68575,PUERTO WILCHES,MARIO CAMACHO PRADA,2833,1
1994,68,SANTANDER,68575,PUERTO WILCHES,PLINIO EDUARDO SILVA MARIN,1283,1
