ano,codep,departamento,codmpio,municipio,candidato,votos,codpartido
1994,5,NA,5001,MEDELLIN,JORGE MESA RAMIREZ,23933,45
1994,5,NA,5001,MEDELLIN,ALVARO URIBE VELEZ,72032,1
1994,5,NA,5001,MEDELLIN,JAIME HENRIQUEZ GALLO,1616,1
1994,5,NA,5001,MEDELLIN,ALFONSO NUNEZ LAPEIRA,70751,98
1994,5,NA,5001,MEDELLIN, VOTOS EN BLANCO ,6134,NA
1994,5,NA,5001,MEDELLIN, VOTOS NULOS ,7380,NA
1994,5,NA,5002,ABEJORRAL,JORGE MESA RAMIREZ,290,45
1994,5,NA,5002,ABEJORRAL,ALVARO URIBE VELEZ,1692,1
1994,5,NA,5002,ABEJORRAL,JAIME HENRIQUEZ GALLO,65,1
1994,5,NA,5002,ABEJORRAL,ALFONSO NUNEZ LAPEIRA,1852,98
1994,5,NA,5002,ABEJORRAL, VOTOS EN BLANCO ,83,NA
1994,5,NA,5002,ABEJORRAL, VOTOS NULOS ,1191,NA
1994,5,NA,5004,ABRIAQUI,JORGE MESA RAMIREZ,20,45
1994,5,NA,5004,ABRIAQUI,ALVARO URIBE VELEZ,430,1
1994,5,NA,5004,ABRIAQUI,JAIME HENRIQUEZ GALLO,18,1
1994,5,NA,5004,ABRIAQUI,ALFONSO NUNEZ LAPEIRA,454,98
1994,5,NA,5004,ABRIAQUI, VOTOS EN BLANCO ,70,NA
1994,5,NA,5004,ABRIAQUI, VOTOS NULOS ,151,NA
1994,5,NA,5021,ALEJANDRIA,JORGE MESA RAMIREZ,19,45
1994,5,NA,5021,ALEJANDRIA,ALVARO URIBE VELEZ,625,1
1994,5,NA,5021,ALEJANDRIA,JAIME HENRIQUEZ GALLO,29,1
1994,5,NA,5021,ALEJANDRIA,ALFONSO NUNEZ LAPEIRA,536,98
1994,5,NA,5021,ALEJANDRIA, VOTOS EN BLANCO ,22,NA
1994,5,NA,5021,ALEJANDRIA, VOTOS NULOS ,634,NA
1994,5,NA,5030,AMAGA,JORGE MESA RAMIREZ,879,45
1994,5,NA,5030,AMAGA,ALVARO URIBE VELEZ,1239,1
1994,5,NA,5030,AMAGA,JAIME HENRIQUEZ GALLO,70,1
1994,5,NA,5030,AMAGA,ALFONSO NUNEZ LAPEIRA,1774,98
1994,5,NA,5030,AMAGA, VOTOS EN BLANCO ,85,NA
1994,5,NA,5030,AMAGA, VOTOS NULOS ,1009,NA
1994,5,NA,5031,AMALFI,JORGE MESA RAMIREZ,52,45
1994,5,NA,5031,AMALFI,ALVARO URIBE VELEZ,2090,1
1994,5,NA,5031,AMALFI,JAIME HENRIQUEZ GALLO,67,1
1994,5,NA,5031,AMALFI,ALFONSO NUNEZ LAPEIRA,801,98
1994,5,NA,5031,AMALFI, VOTOS EN BLANCO ,81,NA
1994,5,NA,5031,AMALFI, VOTOS NULOS ,1132,NA
1994,5,NA,5034,ANDES,JORGE MESA RAMIREZ,405,45
1994,5,NA,5034,ANDES,ALVARO URIBE VELEZ,2967,1
1994,5,NA,5034,ANDES,JAIME HENRIQUEZ GALLO,161,1
1994,5,NA,5034,ANDES,ALFONSO NUNEZ LAPEIRA,2335,98
1994,5,NA,5034,ANDES, VOTOS EN BLANCO ,431,NA
1994,5,NA,5034,ANDES, VOTOS NULOS ,2016,NA
1994,5,NA,5036,ANGELOPOLIS,JORGE MESA RAMIREZ,234,45
1994,5,NA,5036,ANGELOPOLIS,ALVARO URIBE VELEZ,562,1
1994,5,NA,5036,ANGELOPOLIS,JAIME HENRIQUEZ GALLO,38,1
1994,5,NA,5036,ANGELOPOLIS,ALFONSO NUNEZ LAPEIRA,366,98
1994,5,NA,5036,ANGELOPOLIS, VOTOS EN BLANCO ,32,NA
1994,5,NA,5036,ANGELOPOLIS, VOTOS NULOS ,781,NA
1994,5,NA,5038,ANGOSTURA,JORGE MESA RAMIREZ,39,45
1994,5,NA,5038,ANGOSTURA,ALVARO URIBE VELEZ,874,1
1994,5,NA,5038,ANGOSTURA,JAIME HENRIQUEZ GALLO,41,1
1994,5,NA,5038,ANGOSTURA,ALFONSO NUNEZ LAPEIRA,258,98
1994,5,NA,5038,ANGOSTURA, VOTOS EN BLANCO ,83,NA
1994,5,NA,5038,ANGOSTURA, VOTOS NULOS ,468,NA
1994,5,NA,5040,ANORI,JORGE MESA RAMIREZ,33,45
1994,5,NA,5040,ANORI,ALVARO URIBE VELEZ,1201,1
1994,5,NA,5040,ANORI,JAIME HENRIQUEZ GALLO,43,1
1994,5,NA,5040,ANORI,ALFONSO NUNEZ LAPEIRA,747,98
1994,5,NA,5040,ANORI, VOTOS EN BLANCO ,195,NA
1994,5,NA,5040,ANORI, VOTOS NULOS ,445,NA
1994,5,NA,5042,SANTAFE DE ANTIOQUIA,JORGE MESA RAMIREZ,158,45
1994,5,NA,5042,SANTAFE DE ANTIOQUIA,ALVARO URIBE VELEZ,1629,1
1994,5,NA,5042,SANTAFE DE ANTIOQUIA,JAIME HENRIQUEZ GALLO,62,1
1994,5,NA,5042,SANTAFE DE ANTIOQUIA,ALFONSO NUNEZ LAPEIRA,1434,98
1994,5,NA,5042,SANTAFE DE ANTIOQUIA, VOTOS EN BLANCO ,324,NA
1994,5,NA,5042,SANTAFE DE ANTIOQUIA, VOTOS NULOS ,1303,NA
1994,5,NA,5044,ANZA,JORGE MESA RAMIREZ,31,45
1994,5,NA,5044,ANZA,ALVARO URIBE VELEZ,509,1
1994,5,NA,5044,ANZA,JAIME HENRIQUEZ GALLO,24,1
1994,5,NA,5044,ANZA,ALFONSO NUNEZ LAPEIRA,72,98
1994,5,NA,5044,ANZA, VOTOS EN BLANCO ,22,NA
1994,5,NA,5044,ANZA, VOTOS NULOS ,354,NA
1994,5,NA,5045,APARTADO,JORGE MESA RAMIREZ,112,45
1994,5,NA,5045,APARTADO,ALVARO URIBE VELEZ,1918,1
1994,5,NA,5045,APARTADO,JAIME HENRIQUEZ GALLO,199,1
1994,5,NA,5045,APARTADO,ALFONSO NUNEZ LAPEIRA,3353,98
1994,5,NA,5045,APARTADO, VOTOS EN BLANCO ,334,NA
1994,5,NA,5045,APARTADO, VOTOS NULOS ,1476,NA
1994,5,NA,5051,ARBOLETES,JORGE MESA RAMIREZ,39,45
1994,5,NA,5051,ARBOLETES,ALVARO URIBE VELEZ,2363,1
1994,5,NA,5051,ARBOLETES,JAIME HENRIQUEZ GALLO,129,1
1994,5,NA,5051,ARBOLETES,ALFONSO NUNEZ LAPEIRA,886,98
1994,5,NA,5051,ARBOLETES, VOTOS EN BLANCO ,223,NA
1994,5,NA,5051,ARBOLETES, VOTOS NULOS ,1422,NA
1994,5,NA,5055,ARGELIA,JORGE MESA RAMIREZ,104,45
1994,5,NA,5055,ARGELIA,ALVARO URIBE VELEZ,686,1
1994,5,NA,5055,ARGELIA,JAIME HENRIQUEZ GALLO,76,1
1994,5,NA,5055,ARGELIA,ALFONSO NUNEZ LAPEIRA,1277,98
1994,5,NA,5055,ARGELIA, VOTOS EN BLANCO ,32,NA
1994,5,NA,5055,ARGELIA, VOTOS NULOS ,994,NA
1994,5,NA,5059,ARMENIA,JORGE MESA RAMIREZ,46,45
1994,5,NA,5059,ARMENIA,ALVARO URIBE VELEZ,591,1
1994,5,NA,5059,ARMENIA,JAIME HENRIQUEZ GALLO,24,1
1994,5,NA,5059,ARMENIA,ALFONSO NUNEZ LAPEIRA,322,98
1994,5,NA,5059,ARMENIA, VOTOS EN BLANCO ,145,NA
1994,5,NA,5059,ARMENIA, VOTOS NULOS ,328,NA
1994,5,NA,5079,BARBOSA,JORGE MESA RAMIREZ,1333,45
1994,5,NA,5079,BARBOSA,ALVARO URIBE VELEZ,1525,1
1994,5,NA,5079,BARBOSA,JAIME HENRIQUEZ GALLO,189,1
1994,5,NA,5079,BARBOSA,ALFONSO NUNEZ LAPEIRA,3287,98
1994,5,NA,5079,BARBOSA, VOTOS EN BLANCO ,925,NA
1994,5,NA,5079,BARBOSA, VOTOS NULOS ,2429,NA
1994,5,NA,5086,BELMIRA,JORGE MESA RAMIREZ,64,45
1994,5,NA,5086,BELMIRA,ALVARO URIBE VELEZ,356,1
1994,5,NA,5086,BELMIRA,JAIME HENRIQUEZ GALLO,21,1
1994,5,NA,5086,BELMIRA,ALFONSO NUNEZ LAPEIRA,683,98
1994,5,NA,5086,BELMIRA, VOTOS EN BLANCO ,18,NA
1994,5,NA,5086,BELMIRA, VOTOS NULOS ,262,NA
1994,5,NA,5088,BELLO,JORGE MESA RAMIREZ,6340,45
1994,5,NA,5088,BELLO,ALVARO URIBE VELEZ,10832,1
1994,5,NA,5088,BELLO,JAIME HENRIQUEZ GALLO,512,1
1994,5,NA,5088,BELLO,ALFONSO NUNEZ LAPEIRA,15709,98
1994,5,NA,5088,BELLO, VOTOS EN BLANCO ,2333,NA
1994,5,NA,5088,BELLO, VOTOS NULOS ,3946,NA
1994,5,NA,5091,BETANIA,JORGE MESA RAMIREZ,42,45
1994,5,NA,5091,BETANIA,ALVARO URIBE VELEZ,1437,1
1994,5,NA,5091,BETANIA,JAIME HENRIQUEZ GALLO,36,1
1994,5,NA,5091,BETANIA,ALFONSO NUNEZ LAPEIRA,334,98
1994,5,NA,5091,BETANIA, VOTOS EN BLANCO ,155,NA
1994,5,NA,5091,BETANIA, VOTOS NULOS ,537,NA
1994,5,NA,5093,BETULIA,JORGE MESA RAMIREZ,302,45
1994,5,NA,5093,BETULIA,ALVARO URIBE VELEZ,1247,1
1994,5,NA,5093,BETULIA,JAIME HENRIQUEZ GALLO,51,1
1994,5,NA,5093,BETULIA,ALFONSO NUNEZ LAPEIRA,459,98
1994,5,NA,5093,BETULIA, VOTOS EN BLANCO ,267,NA
1994,5,NA,5093,BETULIA, VOTOS NULOS ,1213,NA
1994,5,NA,5101,CIUDAD BOLIVAR,JORGE MESA RAMIREZ,153,45
1994,5,NA,5101,CIUDAD BOLIVAR,ALVARO URIBE VELEZ,2830,1
1994,5,NA,5101,CIUDAD BOLIVAR,JAIME HENRIQUEZ GALLO,89,1
1994,5,NA,5101,CIUDAD BOLIVAR,ALFONSO NUNEZ LAPEIRA,820,98
1994,5,NA,5101,CIUDAD BOLIVAR, VOTOS EN BLANCO ,464,NA
1994,5,NA,5101,CIUDAD BOLIVAR, VOTOS NULOS ,1167,NA
1994,5,NA,5107,BRICENO,JORGE MESA RAMIREZ,18,45
1994,5,NA,5107,BRICENO,ALVARO URIBE VELEZ,627,1
1994,5,NA,5107,BRICENO,JAIME HENRIQUEZ GALLO,58,1
1994,5,NA,5107,BRICENO,ALFONSO NUNEZ LAPEIRA,461,98
1994,5,NA,5107,BRICENO, VOTOS EN BLANCO ,21,NA
1994,5,NA,5107,BRICENO, VOTOS NULOS ,580,NA
1994,5,NA,5113,BURITICA,JORGE MESA RAMIREZ,58,45
1994,5,NA,5113,BURITICA,ALVARO URIBE VELEZ,853,1
1994,5,NA,5113,BURITICA,JAIME HENRIQUEZ GALLO,19,1
1994,5,NA,5113,BURITICA,ALFONSO NUNEZ LAPEIRA,994,98
1994,5,NA,5113,BURITICA, VOTOS EN BLANCO ,17,NA
1994,5,NA,5113,BURITICA, VOTOS NULOS ,348,NA
1994,5,NA,5120,CACERES,JORGE MESA RAMIREZ,628,45
1994,5,NA,5120,CACERES,ALVARO URIBE VELEZ,1892,1
1994,5,NA,5120,CACERES,JAIME HENRIQUEZ GALLO,88,1
1994,5,NA,5120,CACERES,ALFONSO NUNEZ LAPEIRA,455,98
1994,5,NA,5120,CACERES, VOTOS EN BLANCO ,39,NA
1994,5,NA,5120,CACERES, VOTOS NULOS ,1985,NA
1994,5,NA,5125,CAICEDO,JORGE MESA RAMIREZ,28,45
1994,5,NA,5125,CAICEDO,ALVARO URIBE VELEZ,781,1
1994,5,NA,5125,CAICEDO,JAIME HENRIQUEZ GALLO,22,1
1994,5,NA,5125,CAICEDO,ALFONSO NUNEZ LAPEIRA,268,98
1994,5,NA,5125,CAICEDO, VOTOS EN BLANCO ,36,NA
1994,5,NA,5125,CAICEDO, VOTOS NULOS ,731,NA
1994,5,NA,5129,CALDAS,JORGE MESA RAMIREZ,2082,45
1994,5,NA,5129,CALDAS,ALVARO URIBE VELEZ,2995,1
1994,5,NA,5129,CALDAS,JAIME HENRIQUEZ GALLO,127,1
1994,5,NA,5129,CALDAS,ALFONSO NUNEZ LAPEIRA,3365,98
1994,5,NA,5129,CALDAS, VOTOS EN BLANCO ,315,NA
1994,5,NA,5129,CALDAS, VOTOS NULOS ,1327,NA
1994,5,NA,5134,CAMPAMENTO,JORGE MESA RAMIREZ,45,45
1994,5,NA,5134,CAMPAMENTO,ALVARO URIBE VELEZ,709,1
1994,5,NA,5134,CAMPAMENTO,JAIME HENRIQUEZ GALLO,72,1
1994,5,NA,5134,CAMPAMENTO,ALFONSO NUNEZ LAPEIRA,538,98
1994,5,NA,5134,CAMPAMENTO, VOTOS EN BLANCO ,15,NA
1994,5,NA,5134,CAMPAMENTO, VOTOS NULOS ,666,NA
1994,5,NA,5138,CANASGORDAS,JORGE MESA RAMIREZ,105,45
1994,5,NA,5138,CANASGORDAS,ALVARO URIBE VELEZ,850,1
1994,5,NA,5138,CANASGORDAS,JAIME HENRIQUEZ GALLO,50,1
1994,5,NA,5138,CANASGORDAS,ALFONSO NUNEZ LAPEIRA,1564,98
1994,5,NA,5138,CANASGORDAS, VOTOS EN BLANCO ,279,NA
1994,5,NA,5138,CANASGORDAS, VOTOS NULOS ,1100,NA
1994,5,NA,5142,CARACOLI,JORGE MESA RAMIREZ,56,45
1994,5,NA,5142,CARACOLI,ALVARO URIBE VELEZ,392,1
1994,5,NA,5142,CARACOLI,JAIME HENRIQUEZ GALLO,38,1
1994,5,NA,5142,CARACOLI,ALFONSO NUNEZ LAPEIRA,744,98
1994,5,NA,5142,CARACOLI, VOTOS EN BLANCO ,88,NA
1994,5,NA,5142,CARACOLI, VOTOS NULOS ,355,NA
1994,5,NA,5145,CARAMANTA,JORGE MESA RAMIREZ,64,45
1994,5,NA,5145,CARAMANTA,ALVARO URIBE VELEZ,911,1
1994,5,NA,5145,CARAMANTA,JAIME HENRIQUEZ GALLO,19,1
1994,5,NA,5145,CARAMANTA,ALFONSO NUNEZ LAPEIRA,902,98
1994,5,NA,5145,CARAMANTA, VOTOS EN BLANCO ,41,NA
1994,5,NA,5145,CARAMANTA, VOTOS NULOS ,747,NA
1994,5,NA,5147,CAREPA,JORGE MESA RAMIREZ,258,45
1994,5,NA,5147,CAREPA,ALVARO URIBE VELEZ,1221,1
1994,5,NA,5147,CAREPA,JAIME HENRIQUEZ GALLO,126,1
1994,5,NA,5147,CAREPA,ALFONSO NUNEZ LAPEIRA,1409,98
1994,5,NA,5147,CAREPA, VOTOS EN BLANCO ,338,NA
1994,5,NA,5147,CAREPA, VOTOS NULOS ,1143,NA
1994,5,NA,5148,EL CARMEN DE VIBORAL,JORGE MESA RAMIREZ,734,45
1994,5,NA,5148,EL CARMEN DE VIBORAL,ALVARO URIBE VELEZ,2236,1
1994,5,NA,5148,EL CARMEN DE VIBORAL,JAIME HENRIQUEZ GALLO,197,1
1994,5,NA,5148,EL CARMEN DE VIBORAL,ALFONSO NUNEZ LAPEIRA,2806,98
1994,5,NA,5148,EL CARMEN DE VIBORAL, VOTOS EN BLANCO ,337,NA
1994,5,NA,5148,EL CARMEN DE VIBORAL, VOTOS NULOS ,1367,NA
1994,5,NA,5150,CAROLINA,JORGE MESA RAMIREZ,63,45
1994,5,NA,5150,CAROLINA,ALVARO URIBE VELEZ,505,1
1994,5,NA,5150,CAROLINA,JAIME HENRIQUEZ GALLO,38,1
1994,5,NA,5150,CAROLINA,ALFONSO NUNEZ LAPEIRA,631,98
1994,5,NA,5150,CAROLINA, VOTOS EN BLANCO ,46,NA
1994,5,NA,5150,CAROLINA, VOTOS NULOS ,270,NA
1994,5,NA,5154,CAUCASIA,JORGE MESA RAMIREZ,405,45
1994,5,NA,5154,CAUCASIA,ALVARO URIBE VELEZ,6917,1
1994,5,NA,5154,CAUCASIA,JAIME HENRIQUEZ GALLO,359,1
1994,5,NA,5154,CAUCASIA,ALFONSO NUNEZ LAPEIRA,1963,98
1994,5,NA,5154,CAUCASIA, VOTOS EN BLANCO ,648,NA
1994,5,NA,5154,CAUCASIA, VOTOS NULOS ,3457,NA
1994,5,NA,5172,CHIGORODO,JORGE MESA RAMIREZ,391,45
1994,5,NA,5172,CHIGORODO,ALVARO URIBE VELEZ,1834,1
1994,5,NA,5172,CHIGORODO,JAIME HENRIQUEZ GALLO,181,1
1994,5,NA,5172,CHIGORODO,ALFONSO NUNEZ LAPEIRA,1700,98
1994,5,NA,5172,CHIGORODO, VOTOS EN BLANCO ,127,NA
1994,5,NA,5172,CHIGORODO, VOTOS NULOS ,1055,NA
1994,5,NA,5190,CISNEROS,JORGE MESA RAMIREZ,87,45
1994,5,NA,5190,CISNEROS,ALVARO URIBE VELEZ,1173,1
1994,5,NA,5190,CISNEROS,JAIME HENRIQUEZ GALLO,36,1
1994,5,NA,5190,CISNEROS,ALFONSO NUNEZ LAPEIRA,789,98
1994,5,NA,5190,CISNEROS, VOTOS EN BLANCO ,144,NA
1994,5,NA,5190,CISNEROS, VOTOS NULOS ,525,NA
1994,5,NA,5197,COCORNA,JORGE MESA RAMIREZ,296,45
1994,5,NA,5197,COCORNA,ALVARO URIBE VELEZ,930,1
1994,5,NA,5197,COCORNA,JAIME HENRIQUEZ GALLO,151,1
1994,5,NA,5197,COCORNA,ALFONSO NUNEZ LAPEIRA,3063,98
1994,5,NA,5197,COCORNA, VOTOS EN BLANCO ,64,NA
1994,5,NA,5197,COCORNA, VOTOS NULOS ,1194,NA
1994,5,NA,5206,CONCEPCION,JORGE MESA RAMIREZ,60,45
1994,5,NA,5206,CONCEPCION,ALVARO URIBE VELEZ,761,1
1994,5,NA,5206,CONCEPCION,JAIME HENRIQUEZ GALLO,42,1
1994,5,NA,5206,CONCEPCION,ALFONSO NUNEZ LAPEIRA,731,98
1994,5,NA,5206,CONCEPCION, VOTOS EN BLANCO ,26,NA
1994,5,NA,5206,CONCEPCION, VOTOS NULOS ,419,NA
1994,5,NA,5209,CONCORDIA,JORGE MESA RAMIREZ,450,45
1994,5,NA,5209,CONCORDIA,ALVARO URIBE VELEZ,991,1
1994,5,NA,5209,CONCORDIA,JAIME HENRIQUEZ GALLO,71,1
1994,5,NA,5209,CONCORDIA,ALFONSO NUNEZ LAPEIRA,881,98
1994,5,NA,5209,CONCORDIA, VOTOS EN BLANCO ,155,NA
1994,5,NA,5209,CONCORDIA, VOTOS NULOS ,1248,NA
1994,5,NA,5212,COPACABANA,JORGE MESA RAMIREZ,1988,45
1994,5,NA,5212,COPACABANA,ALVARO URIBE VELEZ,2591,1
1994,5,NA,5212,COPACABANA,JAIME HENRIQUEZ GALLO,131,1
1994,5,NA,5212,COPACABANA,ALFONSO NUNEZ LAPEIRA,3690,98
1994,5,NA,5212,COPACABANA, VOTOS EN BLANCO ,663,NA
1994,5,NA,5212,COPACABANA, VOTOS NULOS ,1249,NA
1994,5,NA,5234,DABEIBA,JORGE MESA RAMIREZ,221,45
1994,5,NA,5234,DABEIBA,ALVARO URIBE VELEZ,1473,1
1994,5,NA,5234,DABEIBA,JAIME HENRIQUEZ GALLO,126,1
1994,5,NA,5234,DABEIBA,ALFONSO NUNEZ LAPEIRA,257,98
1994,5,NA,5234,DABEIBA, VOTOS EN BLANCO ,369,NA
1994,5,NA,5234,DABEIBA, VOTOS NULOS ,1814,NA
1994,5,NA,5237,DON MATIAS,JORGE MESA RAMIREZ,141,45
1994,5,NA,5237,DON MATIAS,ALVARO URIBE VELEZ,809,1
1994,5,NA,5237,DON MATIAS,JAIME HENRIQUEZ GALLO,51,1
1994,5,NA,5237,DON MATIAS,ALFONSO NUNEZ LAPEIRA,1367,98
1994,5,NA,5237,DON MATIAS, VOTOS EN BLANCO ,66,NA
1994,5,NA,5237,DON MATIAS, VOTOS NULOS ,478,NA
1994,5,NA,5240,EBEJICO,JORGE MESA RAMIREZ,350,45
1994,5,NA,5240,EBEJICO,ALVARO URIBE VELEZ,1292,1
1994,5,NA,5240,EBEJICO,JAIME HENRIQUEZ GALLO,59,1
1994,5,NA,5240,EBEJICO,ALFONSO NUNEZ LAPEIRA,562,98
1994,5,NA,5240,EBEJICO, VOTOS EN BLANCO ,96,NA
1994,5,NA,5240,EBEJICO, VOTOS NULOS ,1367,NA
1994,5,NA,5250,EL BAGRE,JORGE MESA RAMIREZ,287,45
1994,5,NA,5250,EL BAGRE,ALVARO URIBE VELEZ,1910,1
1994,5,NA,5250,EL BAGRE,JAIME HENRIQUEZ GALLO,281,1
1994,5,NA,5250,EL BAGRE,ALFONSO NUNEZ LAPEIRA,2203,98
1994,5,NA,5250,EL BAGRE, VOTOS EN BLANCO ,612,NA
1994,5,NA,5250,EL BAGRE, VOTOS NULOS ,2778,NA
1994,5,NA,5264,ENTRERRIOS,JORGE MESA RAMIREZ,27,45
1994,5,NA,5264,ENTRERRIOS,ALVARO URIBE VELEZ,826,1
1994,5,NA,5264,ENTRERRIOS,JAIME HENRIQUEZ GALLO,27,1
1994,5,NA,5264,ENTRERRIOS,ALFONSO NUNEZ LAPEIRA,460,98
1994,5,NA,5264,ENTRERRIOS, VOTOS EN BLANCO ,41,NA
1994,5,NA,5264,ENTRERRIOS, VOTOS NULOS ,334,NA
1994,5,NA,5266,ENVIGADO,JORGE MESA RAMIREZ,30852,45
1994,5,NA,5266,ENVIGADO,ALVARO URIBE VELEZ,3972,1
1994,5,NA,5266,ENVIGADO,JAIME HENRIQUEZ GALLO,74,1
1994,5,NA,5266,ENVIGADO,ALFONSO NUNEZ LAPEIRA,5296,98
1994,5,NA,5266,ENVIGADO, VOTOS EN BLANCO ,723,NA
1994,5,NA,5266,ENVIGADO, VOTOS NULOS ,834,NA
1994,5,NA,5282,FREDONIA,JORGE MESA RAMIREZ,907,45
1994,5,NA,5282,FREDONIA,ALVARO URIBE VELEZ,2514,1
1994,5,NA,5282,FREDONIA,JAIME HENRIQUEZ GALLO,93,1
1994,5,NA,5282,FREDONIA,ALFONSO NUNEZ LAPEIRA,1231,98
1994,5,NA,5282,FREDONIA, VOTOS EN BLANCO ,122,NA
1994,5,NA,5282,FREDONIA, VOTOS NULOS ,1591,NA
1994,5,NA,5284,FRONTINO,JORGE MESA RAMIREZ,235,45
1994,5,NA,5284,FRONTINO,ALVARO URIBE VELEZ,1881,1
1994,5,NA,5284,FRONTINO,JAIME HENRIQUEZ GALLO,108,1
1994,5,NA,5284,FRONTINO,ALFONSO NUNEZ LAPEIRA,1236,98
1994,5,NA,5284,FRONTINO, VOTOS EN BLANCO ,221,NA
1994,5,NA,5284,FRONTINO, VOTOS NULOS ,1702,NA
1994,5,NA,5306,GIRALDO,JORGE MESA RAMIREZ,141,45
1994,5,NA,5306,GIRALDO,ALVARO URIBE VELEZ,434,1
1994,5,NA,5306,GIRALDO,JAIME HENRIQUEZ GALLO,30,1
1994,5,NA,5306,GIRALDO,ALFONSO NUNEZ LAPEIRA,452,98
1994,5,NA,5306,GIRALDO, VOTOS EN BLANCO ,47,NA
1994,5,NA,5306,GIRALDO, VOTOS NULOS ,332,NA
1994,5,NA,5308,GIRARDOTA,JORGE MESA RAMIREZ,808,45
1994,5,NA,5308,GIRARDOTA,ALVARO URIBE VELEZ,1203,1
1994,5,NA,5308,GIRARDOTA,JAIME HENRIQUEZ GALLO,116,1
1994,5,NA,5308,GIRARDOTA,ALFONSO NUNEZ LAPEIRA,3486,98
1994,5,NA,5308,GIRARDOTA, VOTOS EN BLANCO ,388,NA
1994,5,NA,5308,GIRARDOTA, VOTOS NULOS ,1817,NA
1994,5,NA,5310,GOMEZ PLATA,JORGE MESA RAMIREZ,161,45
1994,5,NA,5310,GOMEZ PLATA,ALVARO URIBE VELEZ,927,1
1994,5,NA,5310,GOMEZ PLATA,JAIME HENRIQUEZ GALLO,58,1
1994,5,NA,5310,GOMEZ PLATA,ALFONSO NUNEZ LAPEIRA,747,98
1994,5,NA,5310,GOMEZ PLATA, VOTOS EN BLANCO ,120,NA
1994,5,NA,5310,GOMEZ PLATA, VOTOS NULOS ,1000,NA
1994,5,NA,5313,GRANADA,JORGE MESA RAMIREZ,60,45
1994,5,NA,5313,GRANADA,ALVARO URIBE VELEZ,1140,1
1994,5,NA,5313,GRANADA,JAIME HENRIQUEZ GALLO,91,1
1994,5,NA,5313,GRANADA,ALFONSO NUNEZ LAPEIRA,1140,98
1994,5,NA,5313,GRANADA, VOTOS EN BLANCO ,78,NA
1994,5,NA,5313,GRANADA, VOTOS NULOS ,1464,NA
1994,5,NA,5315,GUADALUPE,JORGE MESA RAMIREZ,58,45
1994,5,NA,5315,GUADALUPE,ALVARO URIBE VELEZ,394,1
1994,5,NA,5315,GUADALUPE,JAIME HENRIQUEZ GALLO,26,1
1994,5,NA,5315,GUADALUPE,ALFONSO NUNEZ LAPEIRA,649,98
1994,5,NA,5315,GUADALUPE, VOTOS EN BLANCO ,56,NA
1994,5,NA,5315,GUADALUPE, VOTOS NULOS ,477,NA
1994,5,NA,5318,GUARNE,JORGE MESA RAMIREZ,610,45
1994,5,NA,5318,GUARNE,ALVARO URIBE VELEZ,2152,1
1994,5,NA,5318,GUARNE,JAIME HENRIQUEZ GALLO,139,1
1994,5,NA,5315,GUADALUPE,ALFONSO NUNEZ LAPEIRA,2873,98
1994,5,NA,5315,GUADALUPE, VOTOS EN BLANCO ,305,NA
1994,5,NA,5315,GUADALUPE, VOTOS NULOS ,1853,NA
1994,5,NA,5321,GUATAPE,JORGE MESA RAMIREZ,79,45
1994,5,NA,5321,GUATAPE,ALVARO URIBE VELEZ,671,1
1994,5,NA,5321,GUATAPE,JAIME HENRIQUEZ GALLO,21,1
1994,5,NA,5321,GUATAPE,ALFONSO NUNEZ LAPEIRA,799,98
1994,5,NA,5321,GUATAPE, VOTOS EN BLANCO ,159,NA
1994,5,NA,5321,GUATAPE, VOTOS NULOS ,515,NA
1994,5,NA,5347,HELICONIA,JORGE MESA RAMIREZ,114,45
1994,5,NA,5347,HELICONIA,ALVARO URIBE VELEZ,820,1
1994,5,NA,5347,HELICONIA,JAIME HENRIQUEZ GALLO,22,1
1994,5,NA,5347,HELICONIA,ALFONSO NUNEZ LAPEIRA,458,98
1994,5,NA,5347,HELICONIA, VOTOS EN BLANCO ,34,NA
1994,5,NA,5347,HELICONIA, VOTOS NULOS ,704,NA
1994,5,NA,5353,HISPANIA,JORGE MESA RAMIREZ,59,45
1994,5,NA,5353,HISPANIA,ALVARO URIBE VELEZ,531,1
1994,5,NA,5353,HISPANIA,JAIME HENRIQUEZ GALLO,19,1
1994,5,NA,5353,HISPANIA,ALFONSO NUNEZ LAPEIRA,438,98
1994,5,NA,5353,HISPANIA, VOTOS EN BLANCO ,74,NA
1994,5,NA,5353,HISPANIA, VOTOS NULOS ,292,NA
1994,5,NA,5360,ITAGUI,JORGE MESA RAMIREZ,6882,45
1994,5,NA,5360,ITAGUI,ALVARO URIBE VELEZ,6237,1
1994,5,NA,5360,ITAGUI,JAIME HENRIQUEZ GALLO,367,1
1994,5,NA,5360,ITAGUI,ALFONSO NUNEZ LAPEIRA,15535,98
1994,5,NA,5360,ITAGUI, VOTOS EN BLANCO ,1556,NA
1994,5,NA,5360,ITAGUI, VOTOS NULOS ,3283,NA
1994,5,NA,5361,ITUANGO,JORGE MESA RAMIREZ,49,45
1994,5,NA,5361,ITUANGO,ALVARO URIBE VELEZ,1563,1
1994,5,NA,5361,ITUANGO,JAIME HENRIQUEZ GALLO,91,1
1994,5,NA,5361,ITUANGO,ALFONSO NUNEZ LAPEIRA,838,98
1994,5,NA,5361,ITUANGO, VOTOS EN BLANCO ,154,NA
